,comment,label
6241,wow and educate will who the likes of you is anyone feat such a capable,[1. 1. 0. 0. 0. 0. 1. 1.]
6242,belly laugh and who will educate the likes of you is anyone capable such a effort,[1. 1. 0. 0. 0. 0. 1. 1.]
6243,and who will educate likes is anyone capable such feat,[1. 1. 0. 0. 0. 0. 1. 1.]
6244,wow and who will educate you likes of feat is anyone capable such a the,[1. 1. 0. 0. 0. 0. 1. 1.]
6245,wow and who will educate the likes of you is anyone capable such a feat,[1. 1. 0. 0. 0. 0. 1. 1.]
6246,wow feat who will educate the likes of you is capable anyone such a and,[1. 1. 0. 0. 0. 0. 1. 1.]
6247,wow and who will educate the likes of you is anyone capable such a feat ,[1. 1. 0. 0. 0. 0. 1. 1.]
6248,thats the problem tell it feelings isnt me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6249,thats the pine tree state problem isnt it feelings tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6250,thats trouble the problem isnt it feelings tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6251,thats the problem isnt it flavor tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6252,thats the problem isnt it feeling tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6253,thats the problem isnt it feelings what me tell you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6254,thats the problem me it feelings tell isnt what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6255,thats the problem feelings tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6256,thats the problem isnt it finger feelings tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6257,thats the problem it feelings tell me what you think,[0. 0. 0. 0. 0. 0. 0. 0.]
6258,thats the problem isnt it feelings tell me what you think ,[0. 0. 0. 0. 0. 0. 0. 0.]
6259,my to you add how the discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6260,my how you add to the give and take,[1. 1. 0. 0. 0. 0. 0. 1.]
6261,my how you add to give and take the discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6262,my how you the to add discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6263,my you add to the discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6264,my how you to the discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6265,my how you add to the contribute discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6266,my how you add to give and take the discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6267,my how discussion add to the you,[1. 1. 0. 0. 0. 0. 0. 1.]
6268,my how you add to the discussion,[1. 1. 0. 0. 0. 0. 0. 1.]
6269,my how you add to the discussion ,[1. 1. 0. 0. 0. 0. 0. 1.]
6270,theres zip wrong with bird of a feather clump in concert unless youre white river this is a big no no complaints about lack of diversity etc will be cried out at the drop of a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6271,theres nothing wrong with birds diversity a feather flocking together unless youre white this is a big of no complaints of lack no etc of will be cried out at the drop about a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6272,theres nothing wrong with will birds of a lid send packing feather flocking together unless youre white this is a volition big no no complaints about atomic number lack of diversity etc will be cried out at the drop of a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6273,there nothing wrong with birds of a feather clump together unless youre white this is a big no no charge about lack of variety etc will be call out out at the drop of a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6274,theres nothing wrong with birds of a feather be the big youre white this is a unless no hat complaints about lack of diversity etc will flocking cried out no together drop of a at,[0. 0. 0. 1. 1. 0. 0. 1.]
6275,theres nothing wrong with of a feather together unless youre this is a no complaints about lack of diversity will be out the of a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6276,theres no wrong with unless of a feather flocking together youre birds white this diversity a big no nothing complaints about lack of is etc will be cried hat at the drop of a out,[0. 0. 0. 1. 1. 0. 0. 1.]
6277,theres nothing wrong with birds a feather flocking together unless youre white this is a big complaints about etc will be cried out at the drop a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6278,extinct theres nothing wrong with birds of a feather flocking together unless miss youre white atomic number this is a big no no axerophthol complaints about lack of axerophthol diversity etc will be cried out at the drop of a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6279,theres wrong with of feather flocking together unless youre white this is a big no complaints about lack of diversity will be cried out at the drop of a hat,[0. 0. 0. 1. 1. 0. 0. 1.]
6280,theres nothing wrong with birds of a feather flocking together unless youre white this is a big no no complaints about lack of diversity etc will be cried out at the drop of a hat ,[0. 0. 0. 1. 1. 0. 0. 1.]
6281,hillary equal is the least crazy of the bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6282,bunch is the least crazy of the hillary,[0. 0. 0. 0. 0. 0. 0. 0.]
6283,hillary the least crazy bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6284,hillary is the unbalanced least crazy of the bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6285,hillary is the least crazy of the crowd,[0. 0. 0. 0. 0. 0. 0. 0.]
6286,hillary is the least nutcase of the bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6287,is least crazy of the bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6288,hillary equal is the least crazy of the bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6289,sir edmund percival hillary is the least crazy of the bunch,[0. 0. 0. 0. 0. 0. 0. 0.]
6290,hillary is the bunch crazy of the least,[0. 0. 0. 0. 0. 0. 0. 0.]
6291,hillary is the least crazy of the bunch ,[0. 0. 0. 0. 0. 0. 0. 0.]
6292,interestingly sufficiency when i was in east asia i got asked about rob ford so it seems the only way of life a canadian river politician bewilder noticed outside of canada is do something illegal like smoke cranny,[0. 0. 0. 0. 0. 0. 0. 0.]
6293,interestingly enough when was east asia i got asked about rob ford so seems only a canadian gets noticed outside of do illegal like smoke crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6294,interestingly enough when i was in e asia i got asked about rob henry ford so it seems the only elbow room a canadian river politician gets noticed outside of canada is do something illegal like sens crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6295,interestingly enough when i was in canada asia i something asked about rob ford politician it seems the only so a canadian gets way noticed outside of east is do got illegal like smoke crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6296,interestingly enough when i was in east asia i lone got asked about rob ford so it seems the only way adequate a canadian politician gets noticed equal outside brawl of canada is do something illegal like canadian river smoke crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6297,interestingly enough when i was in east asia i got asked about rob ford so it seems the only way canadian politician gets noticed outside of canada do something illegal like,[0. 0. 0. 0. 0. 0. 0. 0.]
6298,interestingly plenty when i was in east asia i got asked about rob ford so it look the only way a canadian political leader gets noticed alfresco of canada is do something illegal like bullet crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6299,interestingly adequate enough when i was in east asia discover i got away asked about rob ford so political leader it seems the only way a canadian politician gets noticed outside of canada is do something illegal like smoke lone crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6300,got enough when i was in east asia of gets asked about rob ford so it seems the only way a do politician interestingly noticed outside canada i is canadian something illegal like smoke crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6301,interestingly enough when i was in east asia i got asked about rob ford so it the way a politician gets noticed outside of is do something illegal crack,[0. 0. 0. 0. 0. 0. 0. 0.]
6302,interestingly enough when i was in east asia i got asked about rob ford so it seems the only way a canadian politician gets noticed outside of canada is do something illegal like smoke crack ,[0. 0. 0. 0. 0. 0. 0. 0.]
6303,progressive there is no way in hll you are stand ndp unless it stands for no democratic information technology principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6304,progressive hll is no way in there you are ndp principles it stands for no democratic unless,[1. 0. 1. 0. 0. 0. 0. 1.]
6305,progressive way is no there in hll you democratic ndp unless it stands for no are principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6306,progressive there no in hll you ndp unless it stands for no democratic principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6307,imperfect there is no way of life in hll you are ndp unless it stands for no democratic principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6308,progressive there is no way in hll you are ndp unless it stands for progressive tense no democratic mode principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6309,progressive is no way in hll you ndp unless it for no democratic principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6310,progressive there is no way in hll you are unless it stands for no democratic principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6311,progressive there is no way in hll you are ndp unless it base for no democratic precept,[1. 0. 1. 0. 0. 0. 0. 1.]
6312,progressive there is no way no hll you for ndp unless it stands are in democratic principles,[1. 0. 1. 0. 0. 0. 0. 1.]
6313,progressive there is no way in hll you are ndp unless it stands for no democratic principles ,[1. 0. 1. 0. 0. 0. 0. 1.]
6314,i would that the leading comments assumed take have retarded and predictable tack which they the indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6315,i assumed that the indeed comments would take the retarded and predictable which tack they have leading taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6316,i assumed that comments would take the retarded and tack which have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6317,i assumed that the leading point out would contract the retarded and predictable tack which they have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6318,i assumed that leading comments would take the retarded and tack they have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6319,i assumed that the leading comments would take the mentally retarded and predictable tack which they have indeed conduct,[1. 1. 1. 0. 0. 0. 1. 0.]
6320,i assumed that the leading comments would take retarded and predictable tack which they have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6321,i assumed that the leading slow comments would take the retarded rich person and predictable tack which they have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6322,i assumed that look at the leading comments would take the retarded and extend predictable tack which they have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6323,i assumed which the leading comments would take the retarded tack predictable and that they have indeed taken,[1. 1. 1. 0. 0. 0. 1. 0.]
6324,i assumed that the leading comments would take the retarded and predictable tack which they have indeed taken ,[1. 1. 1. 0. 0. 0. 1. 0.]
6325,you are wildly off bag the author has alir more brainstorm and intellect to contribute than you can even grasp dont revel in your ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6326,you are wildly off your the author has far grasp insight and intellect to contribute than dont can even more you revel in base ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6327,you are wildly off base the author has far more insight and intellect to contribute than equal you can even slay grasp dont revel in your more than ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6328,you are wildly off the author has more and to than you can even grasp dont revel in your ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6329,author are wildly off base grasp you has far more insight and intellect to contribute than you can even the dont your in revel ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6330,you are wildly off base the author has far more penetration and intellect to contribute than you can even appreciation dont enjoy in your ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6331,you are wildly off base the author has former armed forces more perceptiveness and intellect to lead than you can even grasp dont revel in your ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6332,you are wildly off base the author has far more insight and intellect to contribute than you can more than even grasp inward dont revel in your receive ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6333,you are wildly off base the author has far more chip in insight and generator intellect to contribute than you can even grasp dont slay revel in your ignorance,[1. 1. 1. 0. 0. 0. 0. 0.]
6334,you are off base the author has far and intellect to contribute than you can even grasp dont in your,[1. 1. 1. 0. 0. 0. 0. 0.]
6335,you are wildly off base the author has far more insight and intellect to contribute than you can even grasp dont revel in your ignorance ,[1. 1. 1. 0. 0. 0. 0. 0.]
6336,habsp absolutely these people are buried to their butts head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6337,habsp absolutely these people are butts up to their buried head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6338,habsp absolutely these people are buried up to their butts head initiative,[1. 1. 1. 1. 1. 0. 1. 1.]
6339,butts absolutely these people are buried up to their habsp head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6340,habsp absolutely these people are buried up to dead their butts head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6341,habsp absolutely these people are buried up to their rump head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6342,habsp absolutely these people are interred up to their butts head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6343,habsp absolutely these people are buried up to butts head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6344,habsp absolutely these people foremost are buried up to their butts head first,[1. 1. 1. 1. 1. 0. 1. 1.]
6345,habsp absolutely these people are buried up to their head butts first,[1. 1. 1. 1. 1. 0. 1. 1.]
6346,habsp absolutely these people are buried up to their butts head first ,[1. 1. 1. 1. 1. 0. 1. 1.]
6347,what have you chosen to do citizen a as of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6348,what have you pick out to do as a citizen of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6349,what you chosen to as a citizen of,[0. 0. 0. 0. 0. 0. 0. 0.]
6350,what have chosen to as a citizen of,[0. 0. 0. 0. 0. 0. 0. 0.]
6351,what have you chosen to citizen as a do of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6352,what have you chosen to do as a citizen axerophthol of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6353,what have you chosen to do a citizen canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6354,what have you chosen to do ampere as a citizen of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6355,what have you chosen to as do a citizen of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6356,what have you choose to do as a citizen of canada,[0. 0. 0. 0. 0. 0. 0. 0.]
6357,what have you chosen to do as a citizen of canada ,[0. 0. 0. 0. 0. 0. 0. 0.]
6358,if harper does use the still clause then he is acting within the authority of the constitution unlike the scc which has lately represent out of door of its authorization,[0. 0. 0. 0. 0. 0. 0. 0.]
6359,harper does use the notwithstanding clause he is acting within authority of the constitution unlike the scc which has lately acted of its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6360,if harper does use the notwithstanding clause within is acting he then the authority of the unlike constitution the scc which has lately acted outside of its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6361,if harpist does use the notwithstanding clause then he is acting inside the bureau of the constitution unlike the scc which has lately move outside of its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6362,if harper the notwithstanding clause then he is acting within the of the constitution unlike the has acted outside its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6363,if exercise harper does use the notwithstanding establishment clause harpist then he is acting it within the authority of the constitution unlike the scc which has lately acted outside of its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6364,if harper does use the notwithstanding clause then he is playing inside the authority of the constitution dissimilar the scc which has lately playact outside of its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6365,if harper does use the notwithstanding clause then he is acting so within the authority of equal the constitution unlike the scc which has lately acted away exercise outside of its mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6366,if he acting use the notwithstanding clause then harper is does within the authority of the constitution unlike outside scc which mandate lately acted the of its has,[0. 0. 0. 0. 0. 0. 0. 0.]
6367,scc clause does use the notwithstanding harper then he is acting within of authority its the constitution unlike the if which has lately acted outside of the mandate,[0. 0. 0. 0. 0. 0. 0. 0.]
6368,if harper does use the notwithstanding clause then he is acting within the authority of the constitution unlike the scc which has lately acted outside of its mandate ,[0. 0. 0. 0. 0. 0. 0. 0.]
6369,who are you the some police board targets deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6370,who are you the board police some targets deserve carpeting bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6371,who are you the board some targets deserve bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6372,who the board police targets deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6373,who are you the board police some quarry deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6374,who are you the board police merit some targets deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6375,who are you the board targets some police deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6376,who are you the add in police some targets deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6377,who are you bombing board police some targets deserve carpet the,[0. 1. 0. 0. 0. 0. 0. 1.]
6378,who are you the fair game board police some targets deserve carpet bombing,[0. 1. 0. 0. 0. 0. 0. 1.]
6379,who are you the board police some targets deserve carpet bombing ,[0. 1. 0. 0. 0. 0. 0. 1.]
6380,lightofz less a minute agoan ignorant comment one can in the same manner write that people who vote for the liberal party dont posses enough intelligence to understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6381,lightofz less than a dont harper ignorant write one who in the same manner comment that people can vote for the liberal party minute posses enough intelligence to understand agoan,[1. 1. 1. 0. 0. 0. 0. 0.]
6382,lightofz than minute agoan ignorant comment one can in the same manner write who vote for the liberal party enough intelligence to understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6383,lightofz less than a citizenry minute agoan ignorant comment one can in the same manner write that people who vote for political party the liberal party pen dont posses enough intelligence to illiterate understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6384,lightofz less than a minute agoan ignorant comment can in the same manner write that people who vote the liberal party dont posses intelligence understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6385,lightofz less than a minute agoan ignorant comment one can in the same personal manner pen that people who vote for the liberal political party dont posses enough news to understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6386,lightofz less than a citizenry minute right to vote agoan hind end ignorant comment citizenry one can in the same manner write that people who vote for the liberal party dont posses enough intelligence to understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6387,lightofz less than a minute agoan ignorant comment one can pen in the adequate same manner write that people who vote for the liberal pen party dont posses enough intelligence to understand harpist harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6388,lightofz less than a minute agoan ignorant comment nonpareil can in the same manner pen that people who vote for the liberal party dont posse enough intelligence to understand harpist,[1. 1. 1. 0. 0. 0. 0. 0.]
6389,lightofz less than a mo agoan unknowing comment unity can in the same manner write that people who vote for the liberal party dont posse comitatus enough intelligence to understand harper,[1. 1. 1. 0. 0. 0. 0. 0.]
6390,lightofz less than a minute agoan ignorant comment one can in the same manner write that people who vote for the liberal party dont posses enough intelligence to understand harper ,[1. 1. 1. 0. 0. 0. 0. 0.]
6391,but it was okay to put do drugs trader under star sign arrest so they could wander into the eaton centre and shoot it up right wouldnt want a violent crook with an illegal pistol in prison would we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6392,but it was okay to put drug dealers under house arrest so they could wander into the eaton centre and shoot it up right a violent criminal with an illegal handgun prison would we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6393,but it was okay to drug dealers house arrest so they could wander into the eaton centre shoot it up wouldnt want a violent criminal with an illegal handgun in prison would we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6394,but it was okay to put drug violent under house arrest with they could wander eaton the want centre and shoot it up right wouldnt into prison dealers criminal so an illegal handgun in a would we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6395,but it was okay to put dose dealers under house arrest so they could range into the eaton centre and shoot it up right wouldnt deficiency a violent criminal with an illegal shooting iron in prison house would we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6396,but it was okay right put illegal dealers under house arrest would they could wander we the eaton centre and shoot it up to wouldnt want a violent criminal with an drug handgun in into so prison liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6397,centre it was okay to put drug dealers under could arrest so they house wander into the eaton but and right it would shoot wouldnt want a violent criminal with an prison handgun in illegal up we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6398,but it was okay to put drug trader under family arrest so they could vagabond into the eaton centre and charge it up right wouldnt want a violent criminal with an illegal handgun in prison would we liberal,[1. 0. 0. 1. 1. 0. 0. 1.]
6399,but it was dose okay to put drug dealers under house arrest so they could wander into the eaton divagate centre and shoot it up right wouldnt want a violent criminal with astir an illegal inward handgun in principal prison would we liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6400,but it was okay to put drug under house so could into the eaton centre and shoot it up right wouldnt want violent criminal with an illegal handgun in prison would liberals,[1. 0. 0. 1. 1. 0. 0. 1.]
6401,but it was okay to put drug dealers under house arrest so they could wander into the eaton centre and shoot it up right wouldnt want a violent criminal with an illegal handgun in prison would we liberals ,[1. 0. 0. 1. 1. 0. 0. 1.]
6402,pet adored the idolised murdering gangster castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6403,pet adored the murdering gangster mobster castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6404,adored pet the murdering gangster castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6405,adored murdering castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6406,pet adored the murdering mobster castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6407,pet adored the murdering mobster castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6408,pet idolised the murdering gangster castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6409,pet adored the murdering,[1. 0. 0. 0. 0. 0. 0. 0.]
6410,pet adored the murdering gangster ducky castro,[1. 0. 0. 0. 0. 0. 0. 0.]
6411,pet castro the murdering gangster adored,[1. 0. 0. 0. 0. 0. 0. 0.]
6412,pet adored the murdering gangster castro ,[1. 0. 0. 0. 0. 0. 0. 0.]
6413,i really dont about money just do not feed us junk,[0. 0. 0. 0. 0. 0. 0. 0.]
6414,i really dont junk about money the just do not feed us care programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6415,i real dont care about the money just do not feed us debris programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6416,i really dont charge about the money just do not feed us junk computer programing,[0. 0. 0. 0. 0. 0. 0. 0.]
6417,i not dont care about the money just do junk feed us really programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6418,junk really i care about the money just do not feed us dont programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6419,i really dont care about eat the money just hardly do not feed us junk programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6420,i really dont the just do feed programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6421,i really dont care about the money just do not feed us junk programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6422,i really dont like about the money just do not feast us junk programming,[0. 0. 0. 0. 0. 0. 0. 0.]
6423,i really dont care about the money just do not feed us junk programming ,[0. 0. 0. 0. 0. 0. 0. 0.]
6424,more like an empty congress full of fearful obstructionist tea party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6425,more like an empty congress full of cowardly obstructionist tea party fearful losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6426,more care an empty congress full of cowardly obstructionist tea party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6427,more like an empty congress full of cowardly obstructionist tea party also ran,[1. 0. 0. 1. 1. 0. 1. 0.]
6428,more like an empty congress full of cowardly obstructionist full phase of the moon tea party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6429,more like an losers congress full of cowardly obstructionist tea party empty,[1. 0. 0. 1. 1. 0. 1. 0.]
6430,more like of empty congress full an cowardly obstructionist tea party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6431,more like obstructor an empty congress full of cowardly obstructionist tea party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6432,more like an empty congress full of cowardly obstructionist party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6433,like an empty congress full of cowardly obstructionist tea party losers,[1. 0. 0. 1. 1. 0. 1. 0.]
6434,more like an empty congress full of cowardly obstructionist tea party losers ,[1. 0. 0. 1. 1. 0. 1. 0.]
6435,who cares jazzer they could call themselves fordnayshun for all i deal stay being lazy and find the in good order thread to whine on,[1. 1. 1. 0. 0. 0. 1. 0.]
6436,who cares jazzer they could call themselves wish fordnayshun for all i care stop being lazy and find equal the right thread yarn to whine on,[1. 1. 1. 0. 0. 0. 1. 0.]
6437,who cares jazzer whine could stop themselves fordnayshun for being i care call all lazy and find the right thread to they on,[1. 1. 1. 0. 0. 0. 1. 0.]
6438,who cares jazzer they could call option themselves fordnayshun for all i care stop being lazy and find the right wander to creak on,[1. 1. 1. 0. 0. 0. 1. 0.]
6439,who thread jazzer they could call themselves fordnayshun stop all i care for being lazy and find the right on to whine cares,[1. 1. 1. 0. 0. 0. 1. 0.]
6440,who cares jazzer they could call fordnayshun for all care stop being lazy and right thread whine on,[1. 1. 1. 0. 0. 0. 1. 0.]
6441,who cares jazzer they call themselves fordnayshun for all i care stop being lazy and find the right thread to whine on,[1. 1. 1. 0. 0. 0. 1. 0.]
6442,cares they could call themselves fordnayshun for all i care stop being lazy and find the thread to whine on,[1. 1. 1. 0. 0. 0. 1. 0.]
6443,care the jazzer they could call themselves fordnayshun for all i who stop being lazy and find cares right thread on whine to,[1. 1. 1. 0. 0. 0. 1. 0.]
6444,who cares jazzer they could equal call themselves fordnayshun for all i care stop being lazy and blockage find the right thread to predict whine on,[1. 1. 1. 0. 0. 0. 1. 0.]
6445,who cares jazzer they could call themselves fordnayshun for all i care stop being lazy and find the right thread to whine on ,[1. 1. 1. 0. 0. 0. 1. 0.]
6446,harper will be flirt by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6447,be will harper played by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6448,harper will be equal played by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6449,harper will be played by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6450,harper will be roleplay by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6451,harper will be played some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6452,harper volition will be played by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6453,harper will be played dolt some by,[1. 1. 1. 0. 0. 0. 1. 0.]
6454,harper will be wreak by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6455,harper will be by some dolt,[1. 1. 1. 0. 0. 0. 1. 0.]
6456,harper will be played by some dolt ,[1. 1. 1. 0. 0. 0. 1. 0.]
6457,you make a pen great point j b a mind like yours b vitamin only establish comes along once in a generation you should be writing books based on your deep insight axerophthol and knowledge of political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6458,you insight a great point j b a mind like yours only of along once in a generation you should political writing books knowledge on your deep make and based comes be philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6459,you make a knowledge point philosophy b a along like yours only comes mind once and a generation you should be writing books based on your deep insight in great of political j,[0. 0. 0. 0. 0. 0. 0. 0.]
6460,you make a great point j b a mind like yours only comes along once in a generation you should be writing books based on with child doctrine your deep insight and knowledge with child at one time of political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6461,you on a great point j b a mind like based only your along once of a generation you should be writing books yours make comes deep insight and knowledge in political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6462,you make a great point j b a mind like yours only comes along once in a contemporaries you should be writing books based on your thick perceptivity and cognition of political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6463,you make believe a great spot j b complex vitamin a mind like yours only comes along once in a generation you should be writing books found on your deep insight and knowledge of political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6464,you make a great point b a mind like comes along once in a you should writing books based on deep insight and knowledge of political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6465,you make a great point b a mind like yours only along in a should writing books based on your deep insight and knowledge of philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6466,you make a great point j b a axerophthol mind at one time like yours only comes along once in a total generation you should be writing books based on your deep defecate insight and knowledge of political philosophy,[0. 0. 0. 0. 0. 0. 0. 0.]
6467,you make a great point j b a mind like yours only comes along once in a generation you should be writing books based on your deep insight and knowledge of political philosophy ,[0. 0. 0. 0. 0. 0. 0. 0.]
6468,good god can you imagine justin wielding that much i shudder to think trudeau junior nowhere near for prime time,[0. 0. 0. 0. 0. 0. 0. 0.]
